submitdate,lastpage,startlanguage,seed,token,startdate,datestamp,Q1A,Q1BSQ001,Q1BSQ001comment,Q101,Q101a,Q103,Q104,Q105,Q106,Q108,Q109,Q102,Q107,Q110,Q111,Q112,Q113,Q114SQ001,Q114SQ002,Q209,Q210sq,Q301,Q302,Q303,Q304,Q305,Q306,Q307,Q308,Q309,Q310,Q401SQ001,Q401SQ002,Q401SQ003,Q401SQ004,Q401SQ005,Q401SQ006,Q401SQ007,Q401SQ008,Q401SQ009,Q401SQ010,Q402SQ001,Q402SQ002,Q402SQ003,Q401SQ011,Q401SQ012,Q509SQ001,Q509SQ003,Q509SQ004,Q509SQ005,Q509SQ002,Q601,Q602sqSQ001,Q602sqSQ002,Q603SQ001,Q606,Q607,Q604,Q605sqSQ001,Q605sqSQ002,Q605sqSQ003,Q605sqSQ004,Q605sqother,Q701SQ001_A1,Q701SQ001_A2,Q701SQ002_A1,Q701SQ002_A2,Q701SQ003_A1,Q701SQ003_A2,Q701SQ004_A1,Q701SQ004_A2,Q702SQ001,Q702SQ002,Q702SQ003,Q702SQ004,Q702SQ005,Q702other,Q703sqSQ001,Q703sqSQ002,Q703sqSQ003,Q703sqSQ004,Q703sqSQ005,Q703sqother,Q704SQ001,Q704SQ002,Q704SQ003,Q704SQ004,Q705,Q706,Q801,Q802,Q803sq,Q804sq,Q805,Q806sq,Q807sq,Q808sq,Q809sq,Q810sq,Q811sq,Q812,Q1001,Q1002,Q1003,Q1004,Q1004other,Q905t,interviewtime,groupTime3021,groupTime3022,groupTime3015,groupTime3016,groupTime3017,groupTime3018,groupTime3019,groupTime3020,groupTime3023,groupTime3024,id,Q401SQ013,Q401SQ014,Q603SQ002,Q608SQ001,Q608SQ002,Q609,Q610,Q611,Q612,Q613,Q813,Q814,Q901,Q902,Q903,Q904SQ001,Q904SQ002,Q904SQ003,Q904SQ004,Q905SQ001,Q905SQ002,Q905SQ003,Q905SQ004,Q906,Q907,Q908,Q909,Q910,Q911,Q912,Q913,Q914,Q201SQ001_A1,Q201SQ001_A2,Q201SQ002_A1,Q201SQ002_A2,Q201SQ003_A1,Q201SQ003_A2,Q201SQ004_A1,Q201SQ004_A2,Q201SQ005_A1,Q201SQ005_A2,Q201SQ006_A1,Q201SQ006_A2,Q201SQ007_A1,Q201SQ007_A2,Q201SQ008_A1,Q201SQ008_A2,Q201SQ009_A1,Q201SQ009_A2,Q201SQ010_A1,Q201SQ010_A2,Q202,Q203ySQ001,Q203ySQ002,Q203ySQ003,Q203ySQ004,Q203ySQ005,Q203ySQ006,Q203ySQ007,Q203ySQ008,Q203ySQ009,Q203ySQ010,Q203ySQ011,Q203ySQ012,Q203ySQ013,Q204,Q205ySQ001,Q205ySQ002,Q205ySQ003,Q205ySQ004,Q205ySQ005,Q205ySQ006,Q205ySQ007,Q205ySQ008,Q206,Q207ySQ001,Q207ySQ002,Q207ySQ003,Q207ySQ004,Q207ySQ005,Q207ySQ006,Q207ySQ007,Q207ySQ008,Q207ySQ009,Q208,Q501,Q502,Q503sqSQ001,Q503sqSQ007,Q503sqSQ008,Q503sqSQ006,Q503sqSQ005,Q503sqSQ002,Q503sqSQ009,Q503sqSQ010,Q503sqSQ011,Q504,Q505sqSQ001,Q505sqSQ002,Q505sqSQ003,Q505sqSQ004,Q505sqSQ005,Q505sqSQ006,Q506,Q507sqSQ001,Q507sqSQ002,Q507sqSQ003,Q507sqSQ004,Q507sqSQ005,Q507sqSQ006,Q508,Q201a,Q201b,Q201c,Q503sqSQ003,Q503sqSQ004
12/16/2020 9:16,10,en,1256823868,alNxG7xvLP,12/16/2020 8:32,12/16/2020 9:16,1,1, ,35011094,Kiambu, ,A1,A4,A1, ,,,,12/16/2020 0:00,1,345,6,A1,A1,1,1,42,42,0,1,1,42,100,8,50,57.086658,A2,A1,A1,A1,A1,A1,A1,A1,A1,A1,A1,A1,A1,A3,A1,A1,A1,A1,A1,A1,1,A1,A1,0,,,,,,,,,2,2,20,20,18,18,4,4,,,,,,,,,,,,,A1,A1,A1,A1,1,1,1,1,1,1,1,1,A1,1,10,A1,A2,1,A2, , ,A1,,,1170.46,16.18,89.919998,30.860001,375.20001,164.06,147.11,66.540001,200.63,57.630001,22.33,35,A1,A1,0,,,,,,1,5,1,1,1,1,1,1,1,1,1,0,1,0,0,1,1,0,1,1,1,1,0,0,0,0,2,0,2,0,0,0,1,0,1,0,2,0,0,0,1,0,2,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,A1,A2,A2,A2,A2,A2,A2,A2,A2,0,,,,,,,,,,3/1/2020 0:00,1,1,A1,A1,A1,A1,A1,A2,A1,A1,A1,0,,,,,,,1,A1,A2,A3,A3,A3,A1,1,1,6,5,1,0
12/16/2020 9:16,10,en,1256823868,alNxG7xvLP,12/16/2020 8:32,12/16/2020 9:16,1,1, ,36011094,Kiambu, ,A1,A4,A1, ,,,,12/16/2020 0:00,1,345,6,A1,A1,1,1,42,42,0,1,1,42,100,8,50,50.038021,A2,A1,A1,A1,A1,A1,A1,A1,A1,A1,A1,A1,A1,A3,A1,A1,A1,A1,A1,A1,1,A1,A1,0,,,,,,,,,2,2,20,20,18,18,4,4,,,,,,,,,,,,,A1,A1,A1,A1,1,1,1,1,1,1,1,1,A1,1,10,A1,A2,1,A2, , ,A1,,,1170.46,16.18,89.919998,30.860001,375.20001,164.06,147.11,66.540001,200.63,57.630001,22.33,36,A1,A1,0,,,,,,1,5,1,1,1,2,1,1,2,3,2,0,0,0,0,1,1,0,0,1,1,1,0,1,1,0,20,0,6,0,0,0,5,0,1,0,4,0,1,0,4,0,10,0,0,,,,,,,,,,,,,,A1,A1,A2,A2,A1,A1,A2,A2,A1,0,,,,,,,,,,12/1/2020 0:00,1,1,A1,A1,A1,A1,A1,A1,A1,A1,A1,1,A1,A1,A1,A1,A1,A1,1,A2,A2,A2,A2,A2,A1,1,1,15,12,0,0
12/16/2020 11:46,10,en,112503746,PP5BbPqKMT,12/16/2020 10:14,12/16/2020 11:46,1,1, ,37013080,Nairobi, ,A1,A3,A1, ,,A1,,12/16/2020 0:00,1,200,0,A1,A1,0,0,18,18,0,1,1,18,0,0,1,.81195122,A1,A1,A2,A1,A1,A2,A1,A1,A1,A1,A1,A1,A1,A1,A1,A1,A1,A1,A1,A1,1,A1,A1,0,,,,,,,,,2,1,6,6,18,18,0,0,,,,,,,,,,,,,A1,A1,A1,A2,0,1,1,1,1,1,0,,,1,2,A1,A1,1,A2, , ,A1,,,8829.8301,29.15,991.84003,27.969999,581.09998,181.75,123.33,108.57,459.17999,6292.6099,34.330002,37,A2,A1,1,1,1,179,232,1,1,5,1,1,1,1,1,1,1,3,2,0,0,0,0,1,1,1,1,1,1,1,0,1,1,0,20,0,6,0,0,0,5,0,1,0,4,0,1,0,4,0,10,0,0,,,,,,,,,,,,,,A1,A1,A2,A2,A1,A1,A2,A2,A1,0,,,,,,,,,,12/1/2020 0:00,1,1,A1,A1,A1,A1,A1,A1,A1,A1,A1,1,A1,A1,A1,A1,A1,A1,1,A2,A2,A2,A2,A2,A1,1,1,36,29,1,1
12/16/2020 11:46,10,en,112503746,PP5BbPqKMT,12/16/2020 10:14,12/16/2020 11:46,1,1, ,38013080,Nairobi, ,A1,A3,A1, ,,A1,,12/16/2020 0:00,1,200,0,A1,A1,0,0,18,18,0,1,1,18,0,0,1,.65361375,A1,A1,A2,A1,A1,A2,A1,A1,A1,A1,A1,A1,A1,A1,A1,A1,A1,A1,A1,A1,1,A1,A1,0,,,,,,,,,2,1,6,6,18,18,0,0,,,,,,,,,,,,,A1,A1,A1,A2,0,1,1,1,1,1,0,,,1,2,A1,A1,1,A2, , ,A1,,,8829.8301,29.15,991.84003,27.969999,581.09998,181.75,123.33,108.57,459.17999,6292.6099,34.330002,38,A2,A1,1,1,1,52,68,1,1,5,1,1,1,2,0,,,,,,,,,,,,,,,,,,1,0,20,0,6,0,0,0,5,0,1,0,4,0,1,0,4,0,10,0,0,,,,,,,,,,,,,,A1,A1,A2,A2,A1,A1,A2,A2,A1,0,,,,,,,,,,12/1/2020 0:00,1,1,A1,A1,A1,A1,A1,A1,A1,A1,A1,1,A1,A1,A1,A1,A1,A1,1,A2,A2,A2,A2,A2,A1,1,0,,,1,0
12/16/2020 11:46,10,en,112503746,PP5BbPqKMT,12/16/2020 10:14,12/16/2020 11:46,1,1, ,39013080,Nairobi, ,A1,A3,A1, ,,A1,,12/16/2020 0:00,1,200,0,A1,A1,0,0,18,18,0,1,1,18,0,0,1,.87674266,A1,A1,A2,A1,A1,A2,A1,A1,A1,A1,A1,A1,A1,A1,A1,A1,A1,A1,A1,A1,1,A1,A1,0,,,,,,,,,2,1,6,6,18,18,0,0,,,,,,,,,,,,,A1,A1,A1,A2,0,1,1,1,1,1,0,,,1,2,A1,A1,1,A2, , ,A1,,,8829.8301,29.15,991.84003,27.969999,581.09998,181.75,123.33,108.57,459.17999,6292.6099,34.330002,39,A2,A1,0,,,,,,1,4,1,1,1,1,0,,,,,,,,,,,,,,,,,,0,0,2,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,A2,,,,,,,,,0,,,,,,,,,,10/1/2020 0:00,0,1,A1,A1,A1,A1,A2,A1,A1,A1,A1,1,A1,A1,A2,A2,A2,A2,1,A4,A4,A4,A4,A4,A1,1,1,3,2,1,1
12/16/2020 13:44,10,en,92262229,AR2Rz4U72K,12/16/2020 13:31,12/16/2020 13:44,1,1, ,40010924,Nyeri, ,A1,A3,A2, ,,A1,,12/16/2020 0:00,1,150,6,A1,A1,1,1,30,28,2,5,5,30,15,0,48,36.679035,A1,A1,A1,A1,A1,A1,A1,A1,A1,A1,A1,A1,A1,A1,A1,A1,A1,A1,A1,A1,1,A1,A1,0,,,,,,,,,3,3,6,6,2,2,0,0,,,,,,,,,,,,,A2,A2,A1,A1,1,1,1,1,1,1,1,5,A1,1,1,A1,A1,1,A2, , ,A1,,,788.06,17,127.39,17.09,222.25999,62.049999,71.620003,41.509998,103.82,63.880001,61.439999,40,A1,A1,0,,,,,,1,5,1,1,1,1,1,2,1,2,2,0,0,0,0,1,1,1,1,1,1,1,1,1,0,0,2,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,A2,,,,,,,,,0,,,,,,,,,,10/1/2020 0:00,0,1,A1,A1,A1,A1,A2,A1,A1,A1,A1,1,A1,A1,A2,A2,A2,A2,1,A4,A4,A4,A4,A4,A1,1,1,2,2,0,0
12/16/2020 13:44,10,en,92262229,AR2Rz4U72K,12/16/2020 13:31,12/16/2020 13:44,1,1, ,41010924,Nyeri, ,A1,A3,A2, ,,A1,,12/16/2020 0:00,1,150,6,A1,A1,1,1,30,28,2,5,5,30,15,0,48,46.72123,A1,A1,A1,A1,A1,A1,A1,A1,A1,A1,A1,A1,A1,A1,A1,A1,A1,A1,A1,A1,1,A1,A1,0,,,,,,,,,3,3,6,6,2,2,0,0,,,,,,,,,,,,,A2,A2,A1,A1,1,1,1,1,1,1,1,5,A1,1,1,A1,A1,1,A2, , ,A1,,,788.06,17,127.39,17.09,222.25999,62.049999,71.620003,41.509998,103.82,63.880001,61.439999,41,A1,A1,1,1,1,194,252,1,1,5,1,0,1,1,0,,,,,,,,,,,,,,,,,,0,0,2,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,A2,,,,,,,,,0,,,,,,,,,,10/1/2020 0:00,0,1,A1,A1,A1,A1,A2,A1,A1,A1,A1,1,A1,A1,A2,A2,A2,A2,1,A4,A4,A4,A4,A4,A1,1,1,3,2,1,1
12/16/2020 13:44,10,en,92262229,AR2Rz4U72K,12/16/2020 13:31,12/16/2020 13:44,1,1, ,42010924,Nyeri, ,A1,A3,A2, ,,A1,,12/16/2020 0:00,1,150,6,A1,A1,1,1,30,28,2,5,5,30,15,0,48,31.590172,A1,A1,A1,A1,A1,A1,A1,A1,A1,A1,A1,A1,A1,A1,A1,A1,A1,A1,A1,A1,1,A1,A1,0,,,,,,,,,3,3,6,6,2,2,0,0,,,,,,,,,,,,,A2,A2,A1,A1,1,1,1,1,1,1,1,5,A1,1,1,A1,A1,1,A2, , ,A1,,,788.06,17,127.39,17.09,222.25999,62.049999,71.620003,41.509998,103.82,63.880001,61.439999,42,A1,A1,1,1,1,121,157,1,1,5,0,1,1,2,1,1,1,1,1,0,0,0,0,0,1,0,0,1,1,1,1,0,0,0,2,0,2,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,,,,,,,,,,,,,,A3,,,,,,,,,1,A1,A2,A2,A2,A2,A2,A1,A2,A2,10/1/2020 0:00,1,1,A1,A1,A1,A1,A1,A1,A1,A1,A1,1,A1,A1,A1,A1,A1,A1,1,A3,A3,A3,A1,A1,A1,1,0,,,1,0
12/18/2020 13:42,10,en,811996848,MeZe78CjQ2,12/16/2020 15:16,12/18/2020 13:42,1,1, ,43011104,Kiambu, ,A1,A3,A1, ,,A1,,12/16/2020 0:00,1,342,15,A2,A1,1,1,342,15,15,16,17,342,3,4,16,7.278945,A1,A1,A1,A1,A1,A1,A1,A1,A1,A1,A1,A1,A1,A1,A1,A1,A1,A1,A1,A1,1,A1,A1,0,,,,,,,,,1,1,15,15,15,15,0,0,,,,,,,,,,,,,A1,A1,A1,A2,1,1,0,0,,,,,,,,,,,A2, , ,A1,,,2519.29,20.940001,286.89001,633.62,353.70999,154.47,94.550003,67.129997,233.92,653.17999,20.879999,43,A1,A1,0,,,,,,1,3,,,1,1,1,2,2,2,1,0,0,0,1,1,1,1,1,1,1,0,1,0,0,0,2,0,2,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,,,,,,,,,,,,,,A3,,,,,,,,,1,A1,A2,A2,A2,A2,A2,A1,A2,A2,10/1/2020 0:00,1,1,A1,A1,A1,A1,A1,A1,A1,A1,A1,1,A1,A1,A1,A1,A1,A1,1,A3,A3,A3,A1,A1,A1,1,1,5,4,1,1
12/18/2020 13:42,10,en,811996848,MeZe78CjQ2,12/16/2020 15:16,12/18/2020 13:42,1,1, ,44011104,Kiambu, ,A1,A3,A1, ,,A1,,12/16/2020 0:00,1,342,15,A2,A1,1,1,342,15,15,16,17,342,3,4,16,16.194284,A1,A1,A1,A1,A1,A1,A1,A1,A1,A1,A1,A1,A1,A1,A1,A1,A1,A1,A1,A1,1,A1,A1,0,,,,,,,,,1,1,15,15,15,15,0,0,,,,,,,,,,,,,A1,A1,A1,A2,1,1,0,0,,,,,,,,,,,A2, , ,A1,,,2519.29,20.940001,286.89001,633.62,353.70999,154.47,94.550003,67.129997,233.92,653.17999,20.879999,44,A1,A1,1,1,1,50,65,1,1,5,,,1,3,1,3,1,1,1,0,0,0,0,1,1,0,0,1,1,0,1,1,0,0,2,0,2,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,,,,,,,,,,,,,,A3,,,,,,,,,1,A1,A2,A2,A2,A2,A2,A1,A2,A2,10/1/2020 0:00,1,1,A1,A1,A1,A1,A1,A1,A1,A1,A1,1,A1,A1,A1,A1,A1,A1,1,A3,A3,A3,A1,A1,A1,1,1,5,4,0,0
12/18/2020 13:42,10,en,811996848,MeZe78CjQ2,12/16/2020 15:16,12/18/2020 13:42,1,1, ,45011104,Kiambu, ,A1,A3,A1, ,,A1,,12/16/2020 0:00,1,342,15,A2,A1,1,1,342,15,15,16,17,342,3,4,16,16.077085,A1,A1,A1,A1,A1,A1,A1,A1,A1,A1,A1,A1,A1,A1,A1,A1,A1,A1,A1,A1,1,A1,A1,0,,,,,,,,,1,1,15,15,15,15,0,0,,,,,,,,,,,,,A1,A1,A1,A2,1,1,0,0,,,,,,,,,,,A2, , ,A1,,,2519.29,20.940001,286.89001,633.62,353.70999,154.47,94.550003,67.129997,233.92,653.17999,20.879999,45,A1,A1,1,1,1,103,134,1,0,2,,,1,1,1,1,2,2,3,0,0,0,0,1,1,1,1,1,1,1,1,1,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,,,,,,,,,,,,,,A2,,,,,,,,,0,,,,,,,,,,11/1/2020 0:00,0,1,A1,A1,A1,A1,A2,A2,A1,A1,A2,0,,,,,,,1,A4,A4,A1,A4,A4,A1,1,1,4,3,1,1
12/16/2020 15:44,10,en,1297735359,lJqoq0Zcgc,12/16/2020 15:32,12/16/2020 15:44,1,1, ,46011695,Taita Taveta, ,A2,A3,A1, ,,A1,,12/16/2020 0:00,1,28,5,A1,A2,1,1,21,16,5,0,0,21,0,0,0,0,A1,A1,A1,A1,A2,A2,A1,A2,A1,A1,A1,A1,A1,A1,A1,A1,A1,A1,A3,A1,1,A1,A1,0,,,,,,,,,0,0,10,10,6,6,0,0,,,,,,,,,,,,,A1,A2,A1,A2,1,1,1,1,1,1,1,3,A1,1,4,A1,A2,1,A2, , ,A1,,,760.45001,8.7799997,173.05,16.530001,152.10001,58.23,72.830002,51.439999,83.699997,67.870003,75.919998,46,A1,A1,1,1,1,70,91,1,1,5,0,1,1,1,1,2,1,1,1,0,1,0,0,1,1,1,1,1,1,1,1,1,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,,,,,,,,,,,,,,A2,,,,,,,,,0,,,,,,,,,,11/1/2020 0:00,0,1,A1,A1,A1,A1,A2,A2,A1,A1,A2,0,,,,,,,1,A4,A4,A1,A4,A4,A1,1,1,4,3,0,0
12/16/2020 15:44,10,en,1297735359,lJqoq0Zcgc,12/16/2020 15:32,12/16/2020 15:44,1,1, ,47011695,Taita Taveta, ,A2,A3,A1, ,,A1,,12/16/2020 0:00,1,28,5,A1,A2,1,1,21,16,5,0,0,21,0,0,0,0,A1,A1,A1,A1,A2,A2,A1,A2,A1,A1,A1,A1,A1,A1,A1,A1,A1,A1,A3,A1,1,A1,A1,0,,,,,,,,,0,0,10,10,6,6,0,0,,,,,,,,,,,,,A1,A2,A1,A2,1,1,1,1,1,1,1,3,A1,1,4,A1,A2,1,A2, , ,A1,,,760.45001,8.7799997,173.05,16.530001,152.10001,58.23,72.830002,51.439999,83.699997,67.870003,75.919998,47,A1,A1,1,1,1,62,80,1,1,3,1,1,2,1,1,2,1,1,1,0,0,0,0,1,1,1,1,1,1,1,1,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,,,,,,,,,,,,,,A2,,,,,,,,,0,,,,,,,,,,11/1/2020 0:00,0,1,A1,A1,A1,A1,A2,A2,A1,A1,A2,0,,,,,,,1,A4,A4,A1,A4,A4,A1,1,0,,,1,1
12/16/2020 15:44,10,en,1297735359,lJqoq0Zcgc,12/16/2020 15:32,12/16/2020 15:44,1,1, ,48011695,Taita Taveta, ,A2,A3,A1, ,,A1,,12/16/2020 0:00,1,28,5,A1,A2,1,1,21,16,5,0,0,21,0,0,0,0,A1,A1,A1,A1,A2,A2,A1,A2,A1,A1,A1,A1,A1,A1,A1,A1,A1,A1,A3,A1,1,A1,A1,0,,,,,,,,,0,0,10,10,6,6,0,0,,,,,,,,,,,,,A1,A2,A1,A2,1,1,1,1,1,1,1,3,A1,1,4,A1,A2,1,A2, , ,A1,,,760.45001,8.7799997,173.05,16.530001,152.10001,58.23,72.830002,51.439999,83.699997,67.870003,75.919998,48,A1,A1,0,,,,,,1,3,1,0,1,1,1,1,2,1,1,1,0,0,0,1,1,1,1,1,0,1,1,1,10,0,65,2,18,0,1,1,10,0,6,0,10,0,12,0,9,0,37,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,A2,,,,,,,,,1,A1,A1,A1,,,,,,,9/1/2020 0:00,1,1,A1,A1,A2,A1,A1,A2,A1,A1,A1,1,A1,A1,A1,A2,A1,A1,1,A2,A2,A2,A2,A2,A1,1,1,85,68,1,1
12/17/2020 14:40,10,en,1288996124,ygZD1s5DXL,12/17/2020 12:24,12/17/2020 14:40,1,1, ,49013023,Nairobi, ,A1,A5,A1, ,,-oth-,In Charge infectious Diseases Unit,12/17/2020 0:00,1,1800,76,A1,A1,1,1,115,109,8,26,24,115,55,12,2216,2116.0105,A1,A1,A1,A1,A1,A1,A1,A1,A1,A1,A1,A1,A1,A1,A1,A1,A1,A1,A1,A1,1,A1,A1,1,94,480,A1,,,,,,8,8,68,68,76,76,20,20,,,,,,,,,,,,,A1,A1,A1,A1,1,1,1,1,1,1,1,59,A1,1,4,A1,A1,1,A2, , ,A1,,,8129.5698,62.27,714.90002,25.07,3213.99,104.67,79.529999,183.73,2203.46,1506.76,35.189999,49,A1,A1,1,0,0,157,204,1,,,0,1,1,2,1,1,1,1,1,0,0,0,1,1,1,0,0,1,1,1,1,1,10,0,65,2,18,0,1,1,10,0,6,0,10,0,12,0,9,0,37,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,A2,,,,,,,,,1,A1,A1,A1,,,,,,,9/1/2020 0:00,1,1,A1,A1,A2,A1,A1,A2,A1,A1,A1,1,A1,A1,A1,A2,A1,A1,1,A2,A2,A2,A2,A2,A1,1,0,,,1,0
12/17/2020 14:40,10,en,1288996124,ygZD1s5DXL,12/17/2020 12:24,12/17/2020 14:40,1,1, ,50013023,Nairobi, ,A1,A5,A1, ,,-oth-,In Charge infectious Diseases Unit,12/17/2020 0:00,1,1800,76,A1,A1,1,1,115,109,8,26,24,115,55,12,2216,2548.2341,A1,A1,A1,A1,A1,A1,A1,A1,A1,A1,A1,A1,A1,A1,A1,A1,A1,A1,A1,A1,1,A1,A1,1,94,480,A1,,,,,,8,8,68,68,76,76,20,20,,,,,,,,,,,,,A1,A1,A1,A1,1,1,1,1,1,1,1,59,A1,1,4,A1,A1,1,A2, , ,A1,,,8129.5698,62.27,714.90002,25.07,3213.99,104.67,79.529999,183.73,2203.46,1506.76,35.189999,50,A1,A1,1,0,0,151,196,1,,,1,1,2,2,1,3,1,2,2,0,0,0,0,1,1,0,0,0,1,1,0,1,10,0,65,2,18,0,1,1,10,0,6,0,10,0,12,0,9,0,37,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,A2,,,,,,,,,1,A1,A1,A1,,,,,,,9/1/2020 0:00,1,1,A1,A1,A2,A1,A1,A2,A1,A1,A1,1,A1,A1,A1,A2,A1,A1,1,A2,A2,A2,A2,A2,A1,1,0,,,1,1
12/17/2020 14:40,10,en,1288996124,ygZD1s5DXL,12/17/2020 12:24,12/17/2020 14:40,1,1, ,51013023,Nairobi, ,A1,A5,A1, ,,-oth-,In Charge infectious Diseases Unit,12/17/2020 0:00,1,1800,76,A1,A1,1,1,115,109,8,26,24,115,55,12,2216,2401.8669,A1,A1,A1,A1,A1,A1,A1,A1,A1,A1,A1,A1,A1,A1,A1,A1,A1,A1,A1,A1,1,A1,A1,1,94,480,A1,,,,,,8,8,68,68,76,76,20,20,,,,,,,,,,,,,A1,A1,A1,A1,1,1,1,1,1,1,1,59,A1,1,4,A1,A1,1,A2, , ,A1,,,8129.5698,62.27,714.90002,25.07,3213.99,104.67,79.529999,183.73,2203.46,1506.76,35.189999,51,A1,A1,1,1,1,83,109,1,,,1,0,1,1,1,2,1,3,2,1,0,0,0,1,1,1,1,1,0,1,1,1,10,3,77,2,23,1,14,1,7,0,6,0,8,0,20,0,12,0,10,0,1,1,1,1,1,0,0,0,0,0,0,1,0,0,A1,A1,A2,A2,A2,A2,A1,A2,A2,1,A1,A1,A1,A1,A1,A1,A1,A1,A1,12/1/2020 0:00,1,1,A1,A1,A1,A1,A1,A2,A1,A1,A1,1,A1,A1,A1,A1,A1,A1,1,A1,A1,A1,A1,A1,A1,1,1,113,91,0,0
12/17/2020 14:35,10,en,201815806,hkIA3aWM2F,12/17/2020 14:14,12/17/2020 14:35,1,1, ,52011976,Meru, ,A1,A3,A4, ,,A1,,12/17/2020 0:00,1,270,0,A1,A1,1,1,10,10,0,4,3,10,5,0,110,101.76964,A1,A1,A2,A1,A1,A1,A1,A1,A1,A1,A1,A1,A1,A1,A1,A1,A1,A1,A2,A1,1,A2,A2,0,,,,,,,,,1,1,10,10,0,0,0,0,,,,,,,,,,,,,A2,A1,A1,A1,1,1,1,1,1,1,1,3,A1,1,1,A1,A1,1,A2, , ,A1,,,1307,25.18,549.40997,10.53,105.19,37.5,45.68,68.919998,64.449997,378.32001,21.82,52,A2,A1,0,,,,,,1,3,1,1,1,1,0,,,,,,,,,,,,,,,,,,10,3,77,2,23,1,14,1,7,0,6,0,8,0,20,0,12,0,10,0,1,1,1,1,1,0,0,0,0,0,0,1,0,0,A1,A1,A2,A2,A2,A2,A1,A2,A2,1,A1,A1,A1,A1,A1,A1,A1,A1,A1,12/1/2020 0:00,1,1,A1,A1,A1,A1,A1,A2,A1,A1,A1,1,A1,A1,A1,A1,A1,A1,1,A1,A1,A1,A1,A1,A1,1,1,65,52,1,1
12/17/2020 14:35,10,en,201815806,hkIA3aWM2F,12/17/2020 14:14,12/17/2020 14:35,1,1, ,53011976,Meru, ,A1,A3,A4, ,,A1,,12/17/2020 0:00,1,270,0,A1,A1,1,1,10,10,0,4,3,10,5,0,110,82.725441,A1,A1,A2,A1,A1,A1,A1,A1,A1,A1,A1,A1,A1,A1,A1,A1,A1,A1,A2,A1,1,A2,A2,0,,,,,,,,,1,1,10,10,0,0,0,0,,,,,,,,,,,,,A2,A1,A1,A1,1,1,1,1,1,1,1,3,A1,1,1,A1,A1,1,A2, , ,A1,,,1307,25.18,549.40997,10.53,105.19,37.5,45.68,68.919998,64.449997,378.32001,21.82,53,A2,A1,1,0,0,61,80,1,1,5,0,1,1,1,1,3,1,1,1,0,1,0,1,1,1,1,1,1,0,1,0,0,10,3,77,2,23,1,14,1,7,0,6,0,8,0,20,0,12,0,10,0,1,1,1,1,1,0,0,0,0,0,0,1,0,0,A1,A1,A2,A2,A2,A2,A1,A2,A2,1,A1,A1,A1,A1,A1,A1,A1,A1,A1,12/1/2020 0:00,1,1,A1,A1,A1,A1,A1,A2,A1,A1,A1,1,A1,A1,A1,A1,A1,A1,1,A1,A1,A1,A1,A1,A1,1,1,93,74,1,1
12/17/2020 14:35,10,en,201815806,hkIA3aWM2F,12/17/2020 14:14,12/17/2020 14:35,1,1, ,54011976,Meru, ,A1,A3,A4, ,,A1,,12/17/2020 0:00,1,270,0,A1,A1,1,1,10,10,0,4,3,10,5,0,110,64.330162,A1,A1,A2,A1,A1,A1,A1,A1,A1,A1,A1,A1,A1,A1,A1,A1,A1,A1,A2,A1,1,A2,A2,0,,,,,,,,,1,1,10,10,0,0,0,0,,,,,,,,,,,,,A2,A1,A1,A1,1,1,1,1,1,1,1,3,A1,1,1,A1,A1,1,A2, , ,A1,,,1307,25.18,549.40997,10.53,105.19,37.5,45.68,68.919998,64.449997,378.32001,21.82,54,A2,A1,1,0,0,63,82,1,1,4,1,1,1,1,1,1,1,2,2,1,1,0,1,1,1,1,1,1,1,1,0,1,1,0,100,0,8,0,1,0,4,0,0,0,3,0,2,0,4,0,4,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,A2,,,,,,,,,1,A1,A1,A1,A2,A1,A1,A2,A2,A2,11/1/2020 0:00,1,1,A1,A1,A1,A1,A1,A2,A1,A1,A1,1,A1,A1,A1,A2,A1,A1,1,A2,A2,A2,A2,A2,A1,1,0,,,0,0
